jyut  ,rank,ch
seoi5 ,3064,髓
seoi5 ,4138,墅
seoi5 ,4650,悴
seoi6 ,1324,睡
seoi6 ,1376,瑞
seoi6 ,1715,穗
seoi6 ,2027,遂
seoi6 ,2084,粹
seoi6 ,3367,隧
seoi6 ,3893,萃
seoi6 ,4120,瘁
seoi6 ,4238,彗
seoi6 ,4252,邃
seoi6 ,4305,燧
seoi6 ,4610,祟
seon1 ,2332,詢
seon1 ,3404,荀
seon1 ,3937,殉
seon1 ,4033,徇
seon1 ,4483,洵
seon1 ,4726,皴
seon1 ,4884,郇
seon1 ,5565,峋
seon1 ,5570,恂
seon1 ,5617,珣
seon1 ,6017,逡
seon2 ,2584,筍
seon2 ,5436,榫
seon2 ,6088,囟
seon3 ,0347,信
seon3 ,0749,迅
seon3 ,1515,訊
seon3 ,2313,瞬
seon3 ,2457,汛
seon3 ,2699,遜
seon3 ,3403,舜
seon3 ,4908,巽
seon3 ,5407,噀
seon4 ,1017,純
seon4 ,1936,醇
seon4 ,2381,唇
seon4 ,3187,馴
seon4 ,3484,淳
seon4 ,5807,蓴
seon4 ,6046,鶉
seon4 ,7421,脣
seon5 ,5916,楯
seon6 ,0869,順
seot1 ,2590,摔
seot1 ,3721,恤
seot1 ,5092,蟀
seot1 ,6673,戌
seot1 ,6821,窣
seot6 ,0287,術
seot6 ,0663,述
seot6 ,3743,沭
seot6 ,4215,秫
seot6 ,5431,朮
si1   ,0286,思
si1   ,0455,斯
si1   ,0544,師
si1   ,0557,施
si1   ,0593,司
si1   ,0711,絲
si1   ,0932,詩
si1   ,1021,私
si1   ,1923,屍
si1   ,2450,撕
si1   ,2726,獅
si1   ,3823,尸
si1   ,3908,溮
si1   ,4032,廝
si1   ,4623,鍶
si1   ,4894,鳲
si1   ,5009,蓍
si1   ,5188,颸
si1   ,5680,釃
si1   ,5931,澌
si1   ,6461,罳
si1   ,6576,鷥
si1   ,6835,絁
si1   ,6840,緦
si1   ,7045,鰤
si1   ,7414,俬
si1   ,7415,偲
si1   ,7416,葹
si1   ,7417,螄
si2   ,0419,史
si2   ,3617,屎
si3   ,0587,試
si3   ,2437,肆
si3   ,3130,嗜
si3   ,3553,泗
si3   ,3557,謚
si3   ,5281,駟
si3   ,5419,弒
si4   ,0022,時
si4   ,2910,匙
si4   ,4321,鰣
si4   ,4374,蒔
si4   ,5721,塒
si5   ,0426,市
si5   ,6531,鈰
si6   ,0003,是
si6   ,0124,事
si6   ,0331,示
si6   ,0566,士
si6   ,0573,視
si6   ,1370,氏
si6   ,2349,侍
si6   ,3926,仕
si6   ,4130,豉
si6   ,4475,剚
sik1  ,0201,式
sik1  ,0260,色
sik1  ,0476,識
sik1  ,0477,適
sik1  ,0707,析
sik1  ,0782,息
sik1  ,1159,釋
sik1  ,1648,悉
sik1  ,1807,惜
sik1  ,1922,飾
sik1  ,2132,媳
sik1  ,2370,晰
sik1  ,2635,熄
sik1  ,2813,昔
sik1  ,3697,拭
sik1  ,4045,銫
sik1  ,4245,淅
sik1  ,4537,蜥
sik1  ,4618,軾
sik1  ,4762,嗇
sik1  ,4915,晢
sik1  ,4972,奭
sik1  ,5013,蟋
sik1  ,5015,衋
sik1  ,5464,皙
sik1  ,5964,窸
sik1  ,6223,襫
sik1  ,6474,菥
sik1  ,6565,骰
sik1  ,7425,瘜
sik1  ,7426,螅
sik3  ,5500,裼
sik6  ,0586,食
sik6  ,1685,蝕
sim1  ,5255,苫
sim2  ,1266,閃
sim2  ,1759,陝
sim2  ,5466,睒
sim3  ,3163,禪
sim3  ,6680,掞
sim4  ,4222,蟬
sim4  ,4350,嬋
sim4  ,5368,蟾
sim6  ,4224,贍
sin1  ,0137,先
sin1  ,0810,鮮
sin1  ,2086,仙
sin1  ,5469,秈
sin1  ,5829,躚
sin2  ,3718,銑
sin2  ,3976,冼
sin2  ,5011,蘚
sin2  ,5936,燹
sin2  ,6419,獮
sin2  ,6824,筅
sin2  ,7429,癬
sin3  ,0249,線 
sin3  ,1775,扇
sin3  ,2503,腺
sin3  ,2725,煽
sin3  ,4319,霰
sin3  ,5642,綪
sin3  ,6237,跣
sin3  ,6563,騸
sin3  ,7428,搧
sin3  ,7430,綫
sin4  ,6742,澶
sin5  ,5193,鱔
sin6  ,0816,善
sin6  ,2691,擅
sin6  ,3164,羨
sin6  ,3466,膳
sin6  ,4011,繕
sin6  ,4292,倩
sin6  ,6097,嬗
sing1 ,0662,升
sing1 ,0879,星
sing1 ,2887,昇
sing1 ,3461,猩
sing1 ,3549,惺
sing1 ,5056,旌
sing1 ,7027,騂
sing1 ,7423,陞
sing2 ,1630,醒
sing3 ,0103,性
sing3 ,0705,勝
sing3 ,1421,姓
sing3 ,1529,聖
sing3 ,7422,煋
sing4 ,0034,成
sing4 ,0611,城
sing4 ,0671,承
sing4 ,1240,乘
sing4 ,1395,繩
sing4 ,1516,誠
sing4 ,3056,丞
sing4 ,5213,宬
sing4 ,5834,郕
sing4 ,7419,晟
sing6 ,1103,盛
sing6 ,4263,嵊
sing6 ,7420,賸
sip3  ,1226,涉
sip3  ,1700,攝
sip3  ,3585,懾
sip3  ,3846,燮
sip3  ,5324,灄
sip3  ,6969,躞
sit3  ,2257,竊
sit3  ,2531,屑
sit3  ,2542,泄
sit3  ,2618,楔
sit3  ,3055,薛
sit3  ,3622,洩
sit3  ,4429,褻
sit3  ,5590,榍
sit3  ,6189,紲
sit3  ,6625,媟
sit3  ,7431,渫
sit6  ,2129,舌
siu1  ,0430,消
siu1  ,0748,燒
siu1  ,0929,銷
siu1  ,1717,硝
siu1  ,1919,蕭
siu1  ,3168,宵
siu1  ,3295,霄
siu1  ,3809,瀟
siu1  ,4023,逍
siu1  ,4124,簫
siu1  ,5970,綃
siu1  ,6857,翛
siu1  ,7433,蠨
siu1  ,7434,魈
siu2  ,0083,小
siu2  ,0217,少
siu2  ,5167,筱
siu2  ,7432,篠
siu3  ,0616,笑
siu3  ,3317,嘯
siu3  ,7291,咲
siu4  ,2989,韶
siu6  ,0975,紹
siu6  ,2021,邵
siu6  ,2101,兆
siu6  ,3607,肇
siu6  ,5429,旐
siu6  ,6592,劭
so1   ,1713,疏
so1   ,1866,蔬
so1   ,2289,梳
so1   ,2435,梭
so1   ,3035,唆
so1   ,3194,羧
so1   ,3614,嗦
so1   ,4068,蓑
so1   ,4478,娑
so1   ,6356,挲
so1   ,7435,簑
so2   ,0060,所
so2   ,1632,鎖
so2   ,3089,瑣
so2   ,4107,嗩
so2   ,5943,璅
so4   ,2734,傻
soek3 ,1089,削
soek3 ,2577,勺
soek3 ,3098,爍
soek3 ,4625,鑠
soek3 ,5227,杓
soeng1,0127,相
soeng1,0392,商
soeng1,0678,雙
soeng1,0907,傷
soeng1,1184,箱
soeng1,2017,湘
soeng1,2272,霜
soeng1,2524,鑲
soeng1,2622,廂
soeng1,2836,襄
soeng1,4379,觴
soeng1,4504,驤
soeng1,4849,熵
soeng1,5133,孀
soeng1,5643,緗
soeng1,5777,瓖
soeng1,6378,殤
soeng1,6814,礵
soeng2,0179,想
soeng2,1638,賞
soeng2,4812,鯗
soeng4,0196,常
soeng4,1762,償
soeng4,2131,嘗
soeng4,2239,倘
soeng4,2986,裳
soeng4,4294,嚐
soeng4,4831,嫦
soeng4,6104,徜
soeng5,0014,上
soeng5,6271,鞝
soeng6,1135,尚
soi1  ,3027,鰓
soi1  ,3444,腮
sok3  ,1118,索
sok3  ,3221,朔
sok3  ,3238,蒴
sok3  ,5894,搠
sok3  ,6602,嗍
song1 ,1816,桑
song1 ,2475,嗓
song2 ,2253,爽
song2 ,4702,塽
song2 ,4983,搡
song2 ,6038,顙
song3 ,1881,喪
sou1  ,0510,蘇
sou1  ,2594,鬚
sou1  ,2644,騷
sou1  ,2685,酥
sou1  ,4035,搔
sou1  ,4041,甦
sou1  ,4421,繅
sou1  ,4461,臊
sou1  ,4673,穌
sou2  ,2032,嫂
sou3  ,0139,數
sou3  ,0406,素
sou3  ,0713,訴
sou3  ,1124,塑
sou3  ,1435,掃
sou3  ,3116,溯
sou3  ,4399,愫
sou3  ,4652,愬
sou3  ,5550,嗉
suk1  ,0871,縮
suk1  ,1507,肅
suk1  ,1789,叔
suk1  ,2005,宿
suk1  ,2992,蓿
suk1  ,3591,粟
suk1  ,4468,蹜
suk1  ,4765,夙
suk1  ,4822,倏
suk1  ,5668,謖
suk1  ,5707,儵
suk1  ,6064,僳
suk1  ,7347,憟
suk6  ,0479,屬
suk6  ,0794,熟
suk6  ,2490,淑
suk6  ,2880,蜀
suk6  ,2942,贖
suk6  ,3132,孰
suk6  ,3998,塾
suk6  ,5008,菽
suk6  ,5212,妯
sung1 ,1578,鬆
sung1 ,3111,崧
sung1 ,3884,淞
sung1 ,5420,忪
sung1 ,6475,菘
sung1 ,6622,娀
sung1 ,7437,嵩
sung2 ,2979,聳
sung2 ,4168,慫
sung2 ,4444,悚
sung2 ,5339,竦
sung3 ,0615,送
sung3 ,1195,宋
sung4 ,1765,崇
sx1   ,7440,Ｓ
syu1  ,0388,書
syu1  ,0607,輸
syu1  ,1891,舒
syu1  ,2391,樞
syu1  ,2767,抒
syu1  ,4913,攄
syu1  ,5078,紓
syu1  ,6131,樗
syu2  ,2299,鼠
syu2  ,2607,暑
syu2  ,3925,黍
syu2  ,4725,癙
syu3  ,2754,戍
syu3  ,2912,庶
syu3  ,3562,恕
syu4  ,1157,殊
syu4  ,1769,薯
syu4  ,3097,殳
syu4  ,5926,洙
syu6  ,0559,樹
syu6  ,2189,豎
syu6  ,5794,腧
syu6  ,5930,澍
syun1 ,0424,酸
syun1 ,0676,宣
syun1 ,0945,孫
syun1 ,3312,蓀
syun1 ,6107,悛
syun1 ,6555,飧
syun1 ,6681,揎
syun1 ,6700,朘
syun1 ,7240,瑄
syun1 ,7436,猻
syun2 ,0445,選
syun2 ,0773,損
syun3 ,0382,算
syun3 ,2647,蒜
syun4 ,0617,船
syun4 ,1066,旋
syun4 ,3577,璇
syun4 ,3885,漩
syun4 ,6541,鏇
syun5 ,4030,吮
syun5 ,4952,雋
syun6 ,4931,篆
syun6 ,5382,鐫
syut3 ,0048,說
syut3 ,1092,雪
syut3 ,6282,鱈
taa1  ,0021,他
taa1  ,0107,它
taa1  ,0229,她
taa1  ,4981,怹
taa1  ,5153,牠
taa1  ,6030,鉈
taa1  ,7441,祂
taa4  ,4505,佗
taai1 ,6598,呔
taai3 ,0434,太
taai3 ,0553,態
taai3 ,1363,泰
taai3 ,1676,貸
taai3 ,2693,汰
taai3 ,3284,鈦
taai3 ,7442,殢
taai3 ,7445,軚
taam1 ,1959,貪
taam2 ,2646,毯
taam2 ,6208,菼
taam2 ,7444,撢
taam3 ,0990,探
taam4 ,0516,談
taam4 ,2258,譚
taam4 ,2425,潭
taam4 ,2556,曇
taam4 ,4018,覃
taam4 ,4213,痰
taam4 ,5349,罈
taam4 ,5519,郯
taam4 ,6035,鐔
taam4 ,6585,倓
taam4 ,6986,醰
taam4 ,6991,錟
taam5 ,1335,淡
taam5 ,6960,贉
taan1 ,1662,灘
taan1 ,2041,攤
taan1 ,3428,癱
taan1 ,4235,坍
taan2 ,1199,坦
taan2 ,3894,袒
taan2 ,4365,疸
taan2 ,4579,亶
taan2 ,5421,忐
taan3 ,1035,碳
taan3 ,1439,炭
taan3 ,1843,嘆
taan3 ,5754,歎
taan4 ,2358,壇
taan4 ,3674,檀
taap3 ,1062,塔
taap3 ,2710,塌
taap3 ,4175,榻
taap3 ,5389,鰨
taap3 ,5846,闒
taap3 ,6244,遢
taap3 ,6937,褟
taat3 ,2937,韃
tai1  ,1660,梯
tai1  ,3514,銻
tai2  ,0091,體
tai2  ,6434,睇
tai3  ,1130,替
tai3  ,3133,屜
tai3  ,3289,涕
tai3  ,3955,剃
tai3  ,5037,嚏
tai3  ,5992,薙
tai4  ,0182,提
tai4  ,0184,題
tai4  ,2205,堤
tai4  ,2757,蹄
tai4  ,3102,啼
tai4  ,4811,隄
tai4  ,5858,鵜
tai4  ,6569,鯷
tai4  ,6836,綈
tai4  ,6839,緹
tai4  ,6985,醍
tai4  ,7055,鶗
tai4  ,7443,稊
tam5  ,7462,氹
tan1  ,2070,吞
tan1  ,4692,飩
tan1  ,6699,暾
tan3  ,3535,褪
tang4 ,1537,騰
tang4 ,2604,藤
tang4 ,4410,滕
tang4 ,5474,籐
tang4 ,5820,謄
tau1  ,1847,偷
tau3  ,1064,透
tau4  ,0210,頭
tau4  ,0648,投
tek3  ,2661,踢
teng1 ,1768,廳
teng5 ,2072,艇
teoi1 ,0514,推
teoi2 ,1285,腿
teoi3 ,1073,退
teoi3 ,2958,蛻
teoi4 ,3434,頹
teoi4 ,4951,隤
teoi4 ,5163,穨
teon1 ,3358,湍
teon5 ,0833,盾
tik1  ,2677,惕
tik1  ,3142,剔
tik1  ,4635,倜
tik1  ,5049,忒
tik1  ,5183,逖
tik1  ,5307,忑
tik1  ,6687,擿
tik1  ,7446,鋱
tim1  ,1712,添
tim1  ,7447,𠻹
tim2  ,4188,舔
tim2  ,5889,忝
tim4  ,1826,甜
tim4  ,4454,湉
tim4  ,6893,菾
tim5  ,4050,恬
tim5  ,5001,簟
tin1  ,0117,天
tin2  ,4280,腆
tin3  ,6779,瑱
tin4  ,0599,田
tin4  ,1546,填
tin4  ,4457,畋
tin4  ,6269,闐
ting1 ,1831,烴
ting1 ,3234,汀
ting2 ,5459,町
ting3 ,0493,聽
ting4 ,0744,停
ting4 ,1046,庭
ting4 ,1367,廷
ting4 ,1889,亭
ting4 ,3104,婷
ting4 ,3714,蜓
ting4 ,4157,霆
ting4 ,6895,葶
ting5 ,1722,挺
ting5 ,3515,頲
ting5 ,5911,梃
ting5 ,6032,鋌
ting5 ,6164,珽
tip3  ,1536,貼
tip3  ,3321,帖
tit3  ,0495,鐵
tit3  ,7024,餮
tit3  ,7448,铁
tiu1  ,1461,挑
tiu1  ,5197,佻
tiu1  ,6440,祧
tiu3  ,0967,跳
tiu3  ,3382,眺
tiu3  ,4419,糶
tiu3  ,7449,覜
tiu4  ,0162,條
tiu4  ,4076,髫
tiu4  ,4128,苕
tiu4  ,4154,迢
tiu4  ,5112,鰷
tiu4  ,5965,笤
tiu4  ,6918,蜩
to1   ,1349,拖
to3   ,3274,唾
to4   ,3024,舵
to4   ,3093,鴕
to4   ,3242,陀
to4   ,3259,駝
to4   ,3452,馱
to4   ,4089,沱
to4   ,4701,坨
to4   ,5071,砣
to4   ,5510,跎
to4   ,6093,堶
to4   ,6705,柁
to4   ,6981,酡
to4   ,7069,鼉
to4   ,7457,鮀
to5   ,1942,妥
to5   ,2518,橢
toi1  ,2015,胎
toi4  ,0564,台
toi4  ,1534,抬
toi4  ,3152,臺
toi4  ,3375,苔
toi4  ,3472,颱
toi4  ,3936,檯
toi4  ,4795,薹
toi4  ,5526,駘
toi4  ,5531,鮐
toi4  ,5768,炱
toi4  ,6020,邰
toi4  ,6066,儓
toi4  ,6962,跆
toi4  ,7450,枱
toi5  ,3380,殆
toi5  ,3806,怠
tok3  ,1160,托
tok3  ,2214,拓
tok3  ,3349,託
tok3  ,5234,橐
tok3  ,5539,侂
tok3  ,6186,籜
tok3  ,6291,乇
tok3  ,6370,柝
tok3  ,7020,飥
tok3  ,7455,庹
tong1 ,1300,湯
tong1 ,5080,羰
tong1 ,5380,鏜
tong2 ,1977,躺
tong2 ,3222,淌
tong2 ,4881,蹚
tong2 ,6067,儻
tong2 ,6539,鎲
tong3 ,2532,燙
tong3 ,2806,趟
tong3 ,3381,熨
tong4 ,1024,堂
tong4 ,1026,糖
tong4 ,1191,唐
tong4 ,1692,塘
tong4 ,2745,膛
tong4 ,2998,搪
tong4 ,3309,棠
tong4 ,4573,醣
tong4 ,4848,溏
tong4 ,5156,瑭
tong4 ,6001,螳
tong4 ,6486,螗
tong4 ,6717,樘
tou1  ,2666,滔
tou1  ,4320,韜
tou1  ,5252,縚
tou1  ,6559,饕
tou2  ,0360,土
tou2  ,0834,討
tou2  ,3699,禱
tou2  ,4620,釷
tou3  ,0915,套
tou3  ,1801,吐
tou3  ,2482,兔
tou3  ,5805,菟
tou3  ,6614,堍
tou4  ,0218,圖
tou4  ,1003,途
tou4  ,1297,逃
tou4  ,1341,徒
tou4  ,1559,陶
tou4  ,1653,塗
tou4  ,1781,桃
tou4  ,2023,萄
tou4  ,2232,濤
tou4  ,2288,掏
tou4  ,2363,屠
tou4  ,2582,淘
tou4  ,3963,涂
tou4  ,4015,荼
tou4  ,5294,啕
tou4  ,5404,匋
tou4  ,6790,瘏
tou4  ,6838,綯
tou5  ,1909,肚
tuk1  ,3253,禿
tung1 ,0181,通
tung1 ,6153,熥
tung2 ,0220,統
tung2 ,1227,筒
tung2 ,1945,捅
tung2 ,7460,桶
tung3 ,1136,痛
tung3 ,2388,疼
tung4 ,0041,同
tung4 ,1086,銅
tung4 ,1262,童
tung4 ,2416,桐
tung4 ,2613,酮
tung4 ,3322,彤
tung4 ,3528,穜
tung4 ,3641,潼
tung4 ,4048,仝
tung4 ,4727,瞳
tung4 ,5398,僮
tung4 ,5538,佟
tung4 ,6698,曈
tung4 ,6875,艟
tung4 ,7461,茼
tx1   ,7463,Ｔ
tyun4 ,0422,團
tyun4 ,2645,屯
tyun4 ,4012,臀
tyun4 ,5822,豚
tyun4 ,5857,魨
tyun4 ,5896,摶
tyun4 ,7458,糰
tyun5 ,0396,斷
tyut3 ,0814,脫
ung3  ,4363,瓮
ung3  ,7465,甕
ux1   ,7467,Ｕ
vx1   ,7468,Ｖ
wa6   ,7473,嬅
waa1  ,2091,娃
waa1  ,2563,哇
waa1  ,2614,嘩
waa1  ,3447,蝸
waa1  ,3565,洼
waa1  ,3648,蛙
waa1  ,3790,窪
waa1  ,6309,喎
waa1  ,6820,窊
waa1  ,7470,譁
waa2  ,0625,畫
waa2  ,5125,剮
waa2  ,7480,搲
waa4  ,0340,華
waa4  ,3032,樺
waa4  ,3206,鏵
waa4  ,5855,驊
waa4  ,7472,华
waa5  ,4316,踝
waa6  ,0350,話
waai1 ,1949,歪
waai4 ,0996,懷
waai4 ,2024,淮
waai4 ,2877,槐
waai6 ,0649,壞
waak6 ,0151,或
waak6 ,0444,劃
waak6 ,2422,惑
waak6 ,3681,砉
waak6 ,5879,嫿
waak6 ,7469,划
waan1 ,1201,灣
waan1 ,1361,彎
waan2 ,1639,玩
waan2 ,5641,綰
waan4 ,0093,還
waan4 ,0677,環
waan4 ,1900,頑
waan4 ,4110,寰
waan4 ,5764,澴
waan4 ,6270,闤
waan4 ,6994,鍰
waan4 ,7039,鬟
waan5 ,2194,挽
waan5 ,5268,輓
waan5 ,7479,鯇
waan6 ,1729,患
waan6 ,1996,幻
waan6 ,2565,宦
waan6 ,4499,豢
waang4,1019,橫
waat3 ,1430,挖
waat6 ,0991,滑
waat6 ,3347,猾
wai1  ,0941,威
wai1  ,2390,萎
wai1  ,3432,逶
wai1  ,3975,倭
wai1  ,5416,崴
wai1  ,7475,葳
wai2  ,0194,位
wai2  ,0405,委
wai2  ,1454,毀
wai2  ,3491,卉
wai2  ,3986,猥
wai2  ,4466,諉
wai2  ,4584,喟
wai2  ,5283,骫
wai2  ,6789,痿
wai2  ,7474,燬
wai2  ,7477,譭
wai3  ,1814,喂
wai3  ,1960,慰
wai3  ,2243,畏
wai3  ,2393,餵
wai3  ,2683,尉
wai3  ,3183,蔚
wai3  ,3569,穢
wai3  ,4792,翽
wai3  ,5186,霨
wai3  ,6853,罻
wai3  ,7476,褽
wai4  ,0013,為
wai4  ,0443,維
wai4  ,0545,圍
wai4  ,1014,唯
wai4  ,1125,遺
wai4  ,1384,違
wai4  ,2221,惟
wai4  ,2970,桅
wai4  ,3618,帷
wai4  ,4303,濰
wai4  ,4485,湋
wai4  ,5568,幃
wai4  ,5845,闈
wai4  ,6740,潿
wai5  ,0976,偉
wai5  ,1834,緯
wai5  ,2073,韋
wai5  ,3331,諱
wai5  ,3556,葦
wai5  ,4059,瑋
wai5  ,4781,煒
wai5  ,5852,韙
wai5  ,6697,暐
wai6  ,0741,衛
wai6  ,0832,謂
wai6  ,1997,惠
wai6  ,2185,慧
wai6  ,2411,胃
wai6  ,3231,憓
wai6  ,3290,渭
wai6  ,4377,蝟
wai6  ,4486,潓
wai6  ,4496,蕙
wai6  ,4770,恚
wai6  ,6009,讆
wan1  ,0359,溫
wan1  ,3643,瘟
wan1  ,6236,贇
wan1  ,6728,氳
wan1  ,6842,縕
wan1  ,6904,薀
wan1  ,6973,轀
wan2  ,0779,穩
wan2  ,7485,搵
wan3  ,3166,醞
wan3  ,4628,韞
wan3  ,5309,慍
wan4  ,0788,雲
wan4  ,1242,勻
wan4  ,2109,魂
wan4  ,2113,渾
wan4  ,2345,云
wan4  ,2476,暈
wan4  ,3771,耘
wan4  ,4014,芸
wan4  ,4277,紜
wan4  ,4408,沄
wan4  ,4693,餛
wan4  ,5272,鄖
wan4  ,6619,妘
wan4  ,6692,昀
wan4  ,6737,溳
wan4  ,6776,琿
wan4  ,6829,篔
wan4  ,6990,鋆
wan4  ,7486,澐
wan5  ,1490,允
wan5  ,2612,蘊
wan5  ,2858,韻
wan5  ,3333,尹
wan5  ,4888,隕
wan5  ,5755,殞
wan5  ,6760,狁
wan6  ,0235,運
wan6  ,0731,混
wan6  ,2679,鄆
wan6  ,3973,諢
wan6  ,5052,惲
wan6  ,6606,圂
wan6  ,6736,溷
wang4 ,2083,宏
wang4 ,3706,弘
wang4 ,4662,泓
wang4 ,6183,竑
wang4 ,6267,閎
wang4 ,6597,吰
wang4 ,6856,翃
wang4 ,7471,浤
wat1  ,1803,屈
wat1  ,2534,郁
wat1  ,3408,鬱
wat1  ,6289,黦
wat1  ,6502,詘
wat6  ,5770,燏
wat6  ,6358,搰
wat6  ,6435,矞
wik6  ,1025,域
wik6  ,4797,蜮
wik6  ,5104,閾
wing4 ,1200,榮
wing4 ,6930,蠑
wing5 ,0978,永
wing6 ,2353,穎
wing6 ,2663,泳
wing6 ,3196,詠
wo1   ,1209,鍋
wo1   ,2003,窩
wo1   ,4495,萵
wo1   ,5719,堝
wo1   ,7483,媧
wo4   ,0008,和
wo4   ,2721,禾
wo4   ,6799,盉
wo6   ,2064,禍
wok3  ,6808,矱
wok6  ,0827,獲
wok6  ,3279,穫
wok6  ,4073,鑊
wok6  ,6427,瓠
wok6  ,6931,蠖
wong1 ,1965,汪
wong2 ,2791,枉
wong4 ,0460,王
wong4 ,0513,黃
wong4 ,0891,皇
wong4 ,1604,簧
wong4 ,2823,惶
wong4 ,2835,煌
wong4 ,3048,磺
wong4 ,3210,凰
wong4 ,4150,蝗
wong4 ,4167,徨
wong4 ,4688,隍
wong4 ,4778,潢
wong4 ,4993,璜
wong4 ,5321,湟
wong4 ,5499,蟥
wong4 ,5677,遑
wong4 ,5711,喤
wong4 ,5787,篁
wong4 ,6043,鰉
wong4 ,6874,艎
wong4 ,6995,鍠
wong4 ,7022,餭
wong5 ,0423,往
wong6 ,1797,旺
wu1   ,1443,污
wu1   ,1587,烏
wu1   ,3249,嗚
wu1   ,3539,鎢
wu1   ,5523,靰
wu1   ,5600,汙
wu1   ,6025,鄔
wu1   ,6389,洿
wu2   ,2318,滸
wu2   ,3371,捂
wu2   ,4236,塢
wu2   ,4609,祜
wu4   ,0770,湖
wu4   ,1154,胡
wu4   ,1442,弧
wu4   ,1610,糊
wu4   ,1846,鬍
wu4   ,2284,壺
wu4   ,2706,葫
wu4   ,3401,狐
wu4   ,3532,蝴
wu4   ,3627,瑚
wu4   ,5697,餬
wu4   ,6766,猢
wu4   ,6984,醐
wu4   ,7054,鶘
wu6   ,0594,護
wu6   ,0643,互
wu6   ,1061,戶
wu6   ,2473,滬
wu6   ,3329,芋
wu6   ,4205,扈
wu6   ,4962,冱
wu6   ,5378,鄠
wu6   ,6098,岵
wu6   ,6347,怙
wu6   ,7220,枑
wui1  ,4007,煨
wui1  ,4580,偎
wui1  ,4689,隈
wui2  ,0035,會
wui4  ,0254,回
wui4  ,2430,迴
wui4  ,3765,洄
wui4  ,3826,徊
wui4  ,3919,茴
wui4  ,5260,蛔
wui6  ,1364,匯
wui6  ,3456,彙
wui6  ,4361,燴
wui6  ,7484,滙
wun1  ,2965,豌
wun1  ,4901,剜
wun2  ,1725,碗
wun2  ,2632,腕
wun2  ,5146,浣
wun2  ,6802,睆
wun4  ,1221,緩
wun4  ,1315,援
wun4  ,3635,垣
wun4  ,4356,桓
wun4  ,6781,瓛
wun4  ,6892,萑
wun5  ,2921,皖
wun6  ,0653,換
wun6  ,2283,喚
wun6  ,2890,煥
wun6  ,3871,瘓
wun6  ,3999,奐
wun6  ,4091,渙
wut6  ,0202,活
wx1   ,7487,Ｗ
xx1   ,7488,Ｘ
yeuk6 ,7500,鶸
yx1   ,7526,Ｙ
zaa1  ,0934,抓
zaa1  ,1407,咱
zaa1  ,2164,渣
zaa1  ,2713,咋
zaa1  ,3084,喳
zaa1  ,4508,吒
zaa1  ,4731,糌
zaa1  ,7035,髽
zaa1  ,7251,揸
zaa1  ,7254,砟
zaa2  ,6042,鮓
zaa3  ,1331,炸
zaa3  ,2568,詐
zaa3  ,2642,榨
zaa3  ,2975,乍
zaa3  ,4208,搾
zaa3  ,5494,蚱
zaa3  ,6735,溠
zaa3  ,7253,痄
zaa3  ,7412,煠
zaa6  ,4661,柞
zaai1 ,2595,齋
zaai3 ,1930,債
zaai3 ,6794,瘵
zaai6 ,1039,寨
zaai6 ,5508,豸
zaai6 ,6437,砦
zaak3 ,0659,責
zaak3 ,2138,窄
zaak3 ,3879,嘖
zaak3 ,4146,磧
zaak6 ,1032,澤
zaak6 ,1083,擇
zaak6 ,1991,摘
zaak6 ,1992,擲
zaak6 ,2334,宅
zaak6 ,3993,躑
zaak6 ,4941,謫
zaak6 ,5055,擢
zaak6 ,5337,磔
zaam1 ,4788,簪
zaam2 ,2526,斬
zaam2 ,2797,嶄
zaam2 ,3047,眨
zaam3 ,3313,蘸
zaam3 ,3388,湛
zaam6 ,0660,站
zaam6 ,1592,暫
zaam6 ,6513,蹔
zaam6 ,6996,鏨
zaan1 ,5620,琖
zaan2 ,2862,盞
zaan2 ,3722,棧
zaan2 ,5670,趲
zaan2 ,6693,昝
zaan3 ,1554,讚
zaan3 ,1730,贊
zaan3 ,4667,瓚
zaan3 ,6980,酇
zaan6 ,2881,賺
zaan6 ,3003,撰
zaan6 ,3713,綻
zaan6 ,4354,攥
zaan6 ,4630,饌
zaan6 ,6008,譔
zaang1,2343,睜
zaang1,3336,箏
zaang1,4100,錚
zaang1,4721,猙
zaang1,5179,諍
zaang1,5566,崢
zaang1,7252,踭
zaap3 ,2600,砸
zaap3 ,3473,匝
zaap6 ,0358,集
zaap6 ,0413,習
zaap6 ,0631,雜
zaap6 ,1703,襲
zaap6 ,2208,閘
zaap6 ,5390,鰼
zaap6 ,6549,隰
zaap6 ,6643,嶍
zaat3 ,1273,軋
zaat3 ,1346,扎
zaat3 ,2619,紮
zaat3 ,3524,札
zaat3 ,4025,鍘
zaat3 ,6113,拶
zaau1 ,2822,嘲
zaau2 ,0687,找
zaau2 ,2628,爪
zaau2 ,3151,肘
zaau2 ,3695,帚
zaau3 ,2010,罩
zaau3 ,5340,笊
zaau6 ,1867,驟
zaau6 ,5595,櫂
zai1  ,0709,劑
zai1  ,1572,擠
zai1  ,4201,齎
zai1  ,5182,躋
zai1  ,6053,齏
zai2  ,1782,仔
zai3  ,0110,制
zai3  ,0283,濟
zai3  ,0391,際
zai3  ,0830,製
zai3  ,2465,祭
zai3  ,4001,掣
zai3  ,4147,穄
zai3  ,5385,霽
zai3  ,6762,狾
zai6  ,2520,滯
zak1  ,0250,則
zak1  ,1037,側
zak1  ,5120,仄
zak1  ,7255,昃
