jyut  ,rank,ch
gui6  ,7207,癐
guk1  ,1183,谷
guk1  ,2328,菊
guk1  ,3185,鞠
guk1  ,3776,轂
guk1  ,4448,掬
guk1  ,4530,穀
guk1  ,4816,鵠
guk1  ,4890,頊
guk1  ,5103,鋦
guk1  ,5553,嚳
guk1  ,5748,梏
guk1  ,6272,鞫
guk1  ,6745,瀔
guk1  ,7065,麴
guk6  ,0486,局
guk6  ,4020,跼
guk6  ,5318,梮
guk6  ,5326,焗
guk6  ,5424,挶
guk6  ,7208,侷
gun1  ,0377,觀
gun1  ,0501,官
gun1  ,1678,冠
gun1  ,3088,棺
gun1  ,4077,倌
gun1  ,4867,莞
gun2  ,0205,管
gun2  ,1117,館
gun2  ,3807,斡
gun2  ,5618,琯
gun2  ,6125,朊
gun2  ,6445,筦
gun3  ,1158,貫
gun3  ,1524,灌
gun3  ,1860,罐
gun3  ,2601,祼
gun3  ,3911,瓘
gun3  ,4331,涫
gun3  ,6137,毌
gun3  ,7063,鸛
gung1 ,0042,工
gung1 ,0170,公
gung1 ,0551,供
gung1 ,0626,功
gung1 ,0831,攻
gung1 ,1373,宮
gung1 ,1848,弓
gung1 ,2589,恭
gung1 ,2909,躬
gung1 ,3517,龔
gung1 ,4426,蚣
gung1 ,6879,芎
gung2 ,1574,鞏
gung2 ,2368,拱
gung2 ,5327,珙
gung3 ,1292,貢
gung3 ,5206,嗊
gung6 ,0295,共
gwaa1 ,1590,瓜
gwaa1 ,7028,騧
gwaa2 ,2686,寡
gwaa3 ,1267,掛
gwaa3 ,2893,褂
gwaa3 ,4104,卦
gwaa3 ,5576,挂
gwaa3 ,6078,咼
gwaa3 ,6226,詿
gwaa3 ,7212,啩
gwaa3 ,7214,罣
gwaai1,3316,乖
gwaai2,2605,拐
gwaai2,5585,柺
gwaai2,6617,夬
gwaai2,6898,蒯
gwaai2,7216,枴
gwaai3,1377,怪
gwaak3 7305,,摑
gwaan1,0134,關
gwaan1,1844,綸
gwaan1,6570,鰥
gwaan3,1239,慣
gwaan3,5138,摜
gwaat3 3611,,颳
gwaat3,2088,刮
gwai1 ,1007,歸
gwai1 ,1672,硅
gwai1 ,2718,龜
gwai1 ,2902,瑰
gwai1 ,2967,閨
gwai1 ,3378,圭
gwai1 ,5244,皈
gwai1 ,5286,鮭
gwai1 ,5762,溈
gwai1 ,6249,邽
gwai1 ,6328,媯
gwai1 ,6423,珪
gwai1 ,6589,刲
gwai1 ,6729,氿
gwai2 ,1309,軌
gwai2 ,1428,鬼
gwai2 ,2820,詭
gwai2 ,4237,姽
gwai2 ,5636,簋
gwai2 ,6058,佹
gwai2 ,6122,晷
gwai2 ,6332,宄
gwai3 ,0847,貴
gwai3 ,0969,季
gwai3 ,1528,桂
gwai3 ,2463,饋
gwai3 ,3761,悸
gwai3 ,4607,癸
gwai3 ,4741,蹶
gwai3 ,4813,鱖
gwai3 ,6590,劌
gwai6 ,2545,櫃
gwai6 ,2740,跪
gwai6 ,2934,柜
gwai6 ,4637,匱
gwai6 ,6831,簣
gwai6 ,6902,蕢
gwai6 ,7215,餽
gwai6 ,7217,炅
gwan1 ,0172,軍
gwan1 ,0567,均
gwan1 ,1145,君
gwan1 ,2758,鈞
gwan1 ,3914,筠
gwan1 ,4949,錕
gwan1 ,5388,鯤
gwan1 ,5619,琨
gwan1 ,5769,焜
gwan1 ,5804,莙
gwan1 ,5861,麇
gwan1 ,6492,褌
gwan2 ,1280,滾
gwan2 ,1740,輥
gwan2 ,4313,袞
gwan2 ,5191,鯀
gwan3 ,2342,棍
gwan6 ,2295,郡
gwang1,1877,轟
gwang1,3594,肱
gwang1,3876,觥
gwang1,6500,訇
gwang6,3294,逛
gwat1 ,1149,骨
gwat1 ,4142,橘
gwat1 ,4482,汩
gwat1 ,4817,鶻
gwat1 ,6373,榾
gwat6 ,1627,掘
gwat6 ,3559,倔
gwat6 ,4086,崛
gwik1 ,1613,隙
gwik1 ,4492,綌
gwik1 ,5657,虢
gwik1 ,5925,洫
gwik1 ,6022,郤
gwik1 ,6394,湨
gwik1 ,7001,闃
gwing1,6674,扃
gwing2,3291,炯
gwing2,3717,迥
gwing2,5969,絅
gwing2,7481,顈
gwo1  ,2030,戈
gwo1  ,2429,渦
gwo1  ,2623,撾
gwo2  ,0189,果
gwo2  ,2684,裹
gwo2  ,5842,錁
gwo2  ,6159,猓
gwo2  ,6920,蜾
gwo3  ,0046,過
gwok3 ,0016,國
gwok3 ,1301,郭
gwok3 ,2571,廓
gwok3 ,3947,蟈
gwok3 ,5883,崞
gwok3 ,5887,幗
gwok3 ,6715,槨
gwok3 ,7298,漷
gwok3 ,7304,国
gwong1,0261,光
gwong1,3946,胱
gwong1,6371,桄
gwong2,0365,廣
gwong2,4855,獷
gwong2,5503,誑
gx1   ,7218,Ｇ
gyun1 ,2037,捐
gyun1 ,3319,娟
gyun1 ,3597,鵑
gyun1 ,4484,涓
gyun1 ,5370,蠲
gyun1 ,5614,狷
gyun1 ,6804,睊
gyun2 ,1090,卷
gyun2 ,2108,捲
gyun3 ,2863,眷
gyun3 ,3040,絹
gyun3 ,6624,婘
gyun6 ,2765,倦
gyut3 ,5239,潏
gyut6 ,5061,橛
haa1  ,1030,哈
haa1  ,1568,蝦
haa1  ,6635,岈
haa4  ,2020,霞
haa4  ,4380,遐
haa4  ,4722,瑕
haa6  ,0045,下
haa6  ,1082,夏
haa6  ,2544,廈
haa6  ,3587,暇
haai1 ,3505,揩
haai4 ,0813,孩
haai4 ,1788,鞋
haai4 ,1812,諧
haai4 ,4027,骸
haai5 ,3239,蟹
haai5 ,3436,駭
haai5 ,5772,獬
haai5 ,5832,邂
haai5 ,6149,澥
haai6 ,0824,械
haai6 ,3038,懈
haai6 ,4550,嗐
haai6 ,6151,瀣
haai6 ,6303,叡
haai6 ,6905,薤
haak3 ,0702,客
haak3 ,2036,嚇
haak3 ,2275,喀
haak3 ,7222,吓
haam2 ,4575,闞
haam3 ,1411,喊
haam4 ,1094,函
haam4 ,2626,咸
haam4 ,2667,銜
haam4 ,2768,涵
haam4 ,2778,鹹
haam4 ,4511,啣
haam5 ,3270,餡
haam5 ,3508,檻
haan1 ,6111,慳
haan4 ,1895,閒
haan4 ,3670,嫻
haan4 ,5463,癇
haan4 ,7225,嫺
haan4 ,7226,閑
haan5 ,7224,僩
haan6 ,0674,限
haang1,1852,坑
haang1,3188,吭
haang1,3822,夯
haang1,6548,阬
haang4,4115,桁
haap3 ,2951,頰
haap3 ,3981,掐
haap3 ,4760,呷
haap3 ,5406,嗑
haap6 ,1665,峽
haap6 ,2141,狹
haap6 ,3613,匣
haap6 ,5065,狎
haap6 ,5342,篋
haau1 ,2056,敲
haau1 ,2336,烤
haau1 ,2873,吼
haau1 ,3576,拷
haau1 ,3739,哮
haau1 ,6334,尻
haau1 ,6811,磽
haau1 ,6911,虓
haau1 ,6978,鄗
haau2 ,0647,考
haau2 ,1512,巧
haau2 ,5316,栲
haau3 ,2188,孝
haau4 ,5412,姣
haau4 ,6387,洨
haau6 ,0454,效
haau6 ,0743,校
haau6 ,7227,傚
hai2  ,7223,喺
hai4  ,3705,奚
hai4  ,4136,兮
hai4  ,5116,鼷
hai4  ,5180,蹊
hai4  ,5397,傒
hai4  ,6345,徯
hai4  ,6521,郋
hai6  ,0387,系
hai6  ,0438,係
hai6  ,1020,繫
hai6  ,6441,禊
hak1  ,0427,克
hak1  ,0600,黑
hak1  ,0754,刻
hak1  ,1503,赫
hak1  ,4268,氪
hak1  ,6300,剋
ham1  ,1796,勘
ham1  ,2357,堪
ham1  ,2722,坎
ham1  ,3829,憨
ham1  ,4108,坩
ham1  ,4655,戡
ham1  ,5030,龕
ham1  ,5996,蚶
ham2  ,2019,砍
ham2  ,5517,轗
ham2  ,6722,欿
ham2  ,7016,顑
ham3  ,2617,嵌
ham3  ,4527,瞰
ham3  ,5722,墈
ham3  ,6425,琀
ham3  ,6639,崁
ham3  ,7248,磡
ham4  ,0521,含
ham4  ,3844,焓
ham4  ,4044,酣
ham4  ,4619,邯
ham5  ,4629,頷
ham6  ,1338,陷
ham6  ,2846,憾
ham6  ,3480,撼
han2  ,0173,很
han2  ,1810,狠
han2  ,2248,墾
han2  ,2631,懇
han2  ,6290,齦
han4  ,2058,痕
han6  ,1633,恨
han6  ,6452,絎
hang1 ,2414,哼
hang1 ,3419,亨
hang1 ,4574,鏗
hang1 ,5072,硜
hang1 ,5870,啈
hang2 ,1283,肯
hang2 ,3343,啃
hang4 ,0051,行
hang4 ,0944,衡
hang4 ,1850,恒
hang4 ,4414,珩
hang4 ,6621,姮
hang4 ,7219,恆
hang4 ,7221,蘅
hang5 ,4445,悻
hang6 ,1410,幸
hang6 ,2517,杏
hang6 ,4293,倖
hang6 ,4830,婞
hang6 ,5487,荇
hap1  ,1530,恰
hap1  ,3298,洽
hap6  ,0108,合
hap6  ,2238,盒
hap6  ,3204,磕
hap6  ,3260,俠
hap6  ,4307,瞌
hap6  ,4626,闔
hap6  ,4719,溘
hap6  ,5781,盍
hap6  ,6258,鉿
hat1  ,2816,迄
hat1  ,2872,乞
hat6  ,0761,核
hat6  ,2057,轄
hat6  ,2615,瞎
hat6  ,3296,劾
hat6  ,3764,檄
hat6  ,4326,搳
hat6  ,4503,閡
hat6  ,5533,黠
hat6  ,5816,覡
hat6  ,6580,齕
hau2  ,0274,口
hau4  ,2095,侯
hau4  ,2247,喉
hau4  ,2804,猴
hau4  ,5780,瘊
hau4  ,6447,篌
hau4  ,7023,餱
hau5  ,0943,厚
hau6  ,0055,後
hau6  ,0449,候
hau6  ,2180,后
hau6  ,5410,堠
hau6  ,5518,逅
hau6  ,6021,郈
hau6  ,7046,鱟
hei1  ,0906,希
hei1  ,1270,烯
hei1  ,1482,稀
hei1  ,1622,熙
hei1  ,1875,犧
hei1  ,1915,欺
hei1  ,2719,嘻
hei1  ,2787,嗨
hei1  ,3172,熹
hei1  ,3261,嘿
hei1  ,3391,羲
hei1  ,3502,嬉
hei1  ,3644,禧
hei1  ,4172,曦
hei1  ,4593,浠
hei1  ,4784,睎
hei1  ,4851,爔
hei1  ,5439,欷
hei1  ,5542,僖
hei1  ,5591,榿
hei1  ,5710,唏
hei1  ,5821,譆
hei1  ,6041,魌
hei1  ,6250,醯
hei1  ,6364,晞
hei2  ,0082,起
hei2  ,0873,喜
hei2  ,2104,豈
hei2  ,6927,蟢
hei2  ,7229,囍
hei3  ,0154,氣
hei3  ,0277,器
hei3  ,0737,汽
hei3  ,1556,戲
hei3  ,1573,棄
hei3  ,3412,憩
hei3  ,4082,塈
hei3  ,6556,餼
hek3  ,0620,吃
hek3  ,7230,喫
heoi1 ,1358,虛
heoi1 ,2569,吁
heoi1 ,3123,噓
heoi1 ,3658,墟
heoi1 ,3978,圩
heoi1 ,5373,訏
heoi1 ,6620,姁
heoi1 ,7246,歔
heoi2 ,0361,許
heoi2 ,3189,栩
heoi2 ,4780,煦
heoi2 ,5178,詡
heoi2 ,5904,昫
heoi3 ,0101,去
him1  ,2375,謙
him2  ,1012,險
him2  ,4413,玁
him2  ,5048,嶮
him2  ,6769,獫
him3  ,2408,欠
him3  ,2831,芡
him3  ,6351,慊
hin1  ,1510,牽
hin1  ,1600,縴
hin1  ,2177,掀
hin1  ,3227,軒
hin1  ,4751,騫
hin1  ,5736,愆
hin1  ,5922,汧
hin1  ,6118,搴
hin1  ,7058,鶱
hin1  ,7233,褰
hin2  ,0515,顯
hin2  ,2118,譴
hin2  ,2145,遣
hin2  ,5478,繾
hin2  ,5998,蜆
hin3  ,0920,憲
hin3  ,1085,獻
hing1 ,0490,輕
hing1 ,0605,興
hing1 ,0913,氫
hing1 ,1513,兄
hing1 ,2069,卿
hing1 ,3690,馨
hing3 ,0923,慶
hing3 ,5162,磬
hing3 ,5645,罄
hing3 ,6951,謦
hip3  ,0712,協
hip3  ,1681,脅
hip3  ,2826,歉
hip3  ,3105,怯
hip3  ,4910,愜
hip6  ,3020,挾
hip6  ,4507,勰
hit3  ,2076,歇
hit3  ,4341,蠍
hit3  ,7235,蝎
hiu1  ,2982,囂
hiu1  ,3819,僥
hiu1  ,4452,梟
hiu1  ,4882,蹺
hiu1  ,5297,嘵
hiu1  ,5433,枵
hiu1  ,5528,驍
hiu1  ,6283,鴞
hiu2  ,1495,曉
hiu3  ,3486,竅
ho1   ,1540,呵
ho1   ,2521,苛
ho1   ,3197,訶
ho1   ,7389,坷
ho2   ,0036,可
ho2   ,6637,岢
ho2   ,7237,嗬
ho4   ,0428,何
ho4   ,0552,河
ho4   ,1055,荷
ho4   ,3749,蚵
ho6   ,1265,賀
hoe1  ,3433,靴
hoeng1,0853,香
hoeng1,0951,鄉
hoeng1,4148,薌
hoeng2,0415,響
hoeng2,1628,享
hoeng2,2668,餉
hoeng2,3106,晌
hoeng2,6275,饗
hoeng2,7231,响
hoeng2,7232,嚮
hoeng2,7385,饟
hoeng3,0156,向
hoeng3,5907,曏
hoi1  ,0106,開
hoi2  ,0273,海
hoi2  ,0971,凱
hoi2  ,3497,闓
hoi2  ,3762,愷
hoi2  ,4624,鎧
hoi2  ,5402,剴
hoi2  ,5837,醢
hoi2  ,5960,磑
hoi4  ,5280,頦
hoi6  ,0583,害
hoi6  ,2182,亥
hoi6  ,2953,氦
hok3  ,1438,殼
hok6  ,0058,學
hok6  ,2918,鶴
hok6  ,4342,貉
hok6  ,4423,翯
hon1  ,1422,刊
hon1  ,7014,頇
hon2  ,2585,罕
hon2  ,4348,侃
hon2  ,6933,衎
hon3  ,0145,看
hon3  ,0624,漢
hon3  ,6365,暵
hon3  ,6753,熯
hon4  ,1456,寒
hon4  ,1718,韓
hon4  ,4325,鼾
hon4  ,6759,犴
hon4  ,6975,邗
hon5  ,1707,旱
hon5  ,2886,捍
hon5  ,3600,悍
hon6  ,1263,汗
hon6  ,2128,焊
hon6  ,2792,翰
hon6  ,3250,扞
hon6  ,4057,瀚
hon6  ,6803,睅
hon6  ,7236,銲
hong1 ,1013,康
hong1 ,1787,腔
hong1 ,2738,糠
hong1 ,2985,筐
hong1 ,3300,眶
hong1 ,4078,匡
hong1 ,5502,誆
hong1 ,6388,洭
hong2 ,3007,慷
hong3 ,2028,烘
hong3 ,2454,炕
hong4 ,0995,航
hong4 ,1907,杭
hong4 ,5756,沆
hong6 ,0527,項
hong6 ,1832,巷
hot3  ,1436,喝
hot3  ,2260,褐
hot3  ,2540,渴
hot3  ,4714,曷
hot3  ,6696,暍
hot3  ,7012,鞨
hou1  ,3921,蒿
hou1  ,4794,薅
hou1  ,5039,嚆
hou2  ,0104,好
hou3  ,1081,耗
hou3  ,5453,犒
hou4  ,0776,毫
hou4  ,1732,豪
hou4  ,3575,壕
hou4  ,4497,蠔
hou4  ,4585,嚎
hou4  ,5205,嗥
hou4  ,6402,濠
hou6  ,0441,號
hou6  ,1953,浩
hou6  ,3870,灝
hou6  ,4526,皓
hou6  ,4841,昊
hou6  ,6431,皞
hou6  ,6731,淏
hou6  ,6734,滈
hou6  ,7017,顥
huk1  ,1474,哭
huk1  ,6070,勖
huk1  ,7520,勗
huk6  ,1845,酷
huk6  ,3904,斛
huk6  ,6453,縠
huk6  ,6498,觳
huk6  ,7247,槲
hung1 ,0354,空
hung1 ,1569,胸
hung1 ,2212,凶
hung1 ,2759,匈
hung1 ,2801,洶
hung1 ,2932,兇
hung1 ,3824,崆
hung1 ,5126,哅
hung1 ,5341,箜
hung1 ,5865,倥
hung1 ,6108,悾
hung2 ,0757,孔
hung2 ,1531,恐
hung3 ,0683,控
hung3 ,2730,哄
hung3 ,2818,汞
hung3 ,5372,訌
hung3 ,6147,澒
hung4 ,0489,紅
hung4 ,1104,雄
hung4 ,1264,洪
hung4 ,1735,鴻
hung4 ,2025,熊
hung4 ,2776,虹
hung4 ,5656,蕻
hung4 ,7243,葒
hung4 ,7245,黌
hung6 ,7244,鬨
hx1   ,7249,Ｈ
hyun1 ,1080,圈
hyun1 ,3018,喧
hyun1 ,3496,萱
hyun1 ,3907,渲
hyun1 ,4843,棬
hyun1 ,5058,暄
hyun1 ,5610,烜
hyun1 ,6227,諠
hyun1 ,6656,弮
hyun1 ,7238,昍
hyun1 ,7239,煖
hyun1 ,7241,禢
hyun1 ,7478,嬛
hyun2 ,3190,犬
hyun2 ,5779,畎
hyun3 ,1728,勸
hyun3 ,3247,券
hyun3 ,3464,絢
hyun3 ,3707,楦
hyun3 ,6816,禤
hyun3 ,7242,綣
hyut3 ,0807,血
ix1   ,7250,Ｉ
jaa5  ,0043,也
jaa6  ,3439,廿
jaak3 ,6765,猰
jai6  ,3830,曳
jai6  ,3980,拽
jai6  ,5909,枻
jai6  ,6071,勩
jai6  ,7489,跩
jam1  ,0385,音
jam1  ,1098,陰
jam1  ,2546,欽
jam1  ,4639,喑
jam1  ,4686,鑫
jam1  ,4986,歆
jam1  ,6110,愔
jam1  ,7521,瘖
jam2  ,1742,飲
jam3  ,2512,蔭
jam4  ,2372,吟
jam4  ,2926,淫
jam4  ,3979,壬
jam4  ,4562,紝
jam4  ,4645,妊
jam4  ,5083,荏
jam4  ,6550,霪
jam4  ,6641,崟
jam4  ,7427,簷
jam5  ,2980,飪
jam5  ,4538,衽
jam6  ,0251,任
jam6  ,4800,賃
jam6  ,6106,恁
jan1  ,0109,因
jan1  ,1210,恩
jan1  ,1888,欣
jan1  ,1926,姻
jan1  ,2301,殷
jan1  ,3292,茵
jan1  ,3389,甄
jan1  ,4847,湮
jan1  ,4876,訢
jan1  ,4979,忻
jan1  ,5571,慇
jan1  ,5683,銦
jan1  ,5720,堙
jan1  ,5761,洇
jan1  ,5901,昕
jan1  ,6383,氤
jan1  ,6546,闉
jan1  ,6751,焮
jan1  ,6815,禋
jan1  ,7026,駰
jan1  ,7307,絪
jan1  ,7490,炘
jan2  ,1500,隱
jan2  ,1567,忍
jan2  ,7125,荵
jan3  ,0752,印
jan3  ,3127,釁
jan3  ,5796,舋
jan4  ,0009,人
jan4  ,1579,仁
jan4  ,2945,寅
jan4  ,4971,夤
jan5  ,0491,引
jan5  ,3510,蚓
jan5  ,4275,癮
jan5  ,6843,縯
jan6  ,2147,韌
jan6  ,2483,孕
jan6  ,2616,刃
jan6  ,3244,紉
jan6  ,4053,憖
jan6  ,4390,仞
jan6  ,5041,垽
jan6  ,5170,胤
jan6  ,5514,軔
jan6  ,6501,訒
jap1  ,2853,泣
jap1  ,3014,邑
jap1  ,3567,浥
jap1  ,3827,悒
jap1  ,4265,揖
jap1  ,4447,挹
jap1  ,4597,熤
jap1  ,5646,翕
jap1  ,6307,唈
jap1  ,7522,熠
jap6  ,0195,入
jat1  ,0002,一
jat1  ,4970,壹
jat6  ,0120,日
jat6  ,2365,溢
jat6  ,2474,逸
jat6  ,4207,掖
jat6  ,4547,佚
jat6  ,4883,軼
jat6  ,5685,鎰
jat6  ,6055,佾
jat6  ,7358,汨
jau1  ,0692,優
jau1  ,1326,休
jau1  ,1893,憂
jau1  ,2062,丘
jau1  ,2213,幽
jau1  ,3451,邱
jau1  ,3511,蚯
jau1  ,5203,咻
jau1  ,5978,耰
jau1  ,6343,庥
jau1  ,7034,髹
jau1  ,7049,鵂
jau2  ,2116,鈾
jau2  ,3898,黝
jau2  ,5229,柚
jau2  ,5788,糅
jau3  ,1365,幼
jau4  ,0111,由
jau4  ,0285,油
jau4  ,0887,游
jau4  ,1378,尤
jau4  ,1538,柔
jau4  ,1851,遊
jau4  ,1920,郵
jau4  ,1946,揉
jau4  ,2124,猶
jau4  ,2183,悠
jau4  ,3126,蕕
jau4  ,3368,魷
jau4  ,4021,蹂
jau4  ,4274,疣
jau4  ,4400,攸
jau4  ,4612,繇
jau4  ,4922,猷
jau4  ,5024,鞣
jau4  ,5579,斿
jau4  ,5997,蚰
jau4  ,6484,蝣
jau4  ,6516,輶
jau4  ,7492,鼬
jau5  ,0007,有
jau5  ,0719,友
jau5  ,2114,誘
jau5  ,3738,卣
jau5  ,3924,酉
jau5  ,4189,莠
jau5  ,5351,羑
jau5  ,5521,銪
jau5  ,5611,牖
jau6  ,0147,又
jau6  ,0618,右
jau6  ,2105,釉
jau6  ,2839,佑
jau6  ,5298,囿
jau6  ,5563,宥
jau6  ,6056,侑
jau6  ,6761,狖
jau6  ,7491,祐
je4   ,1122,爺
je4   ,2280,耶
je4   ,3458,椰
je4   ,4711,揶
je4   ,7495,玡
je4   ,7496,琊
je5   ,1112,野
je5   ,1869,冶
je5   ,2913,惹
je5   ,4905,喏
je5   ,7494,嘢
je6   ,0723,夜
je6   ,5293,偌
jeng4 ,2481,贏
jeoi4 ,6480,蕤
jeoi5 ,2746,蕊
jeoi6 ,1496,銳
jeoi6 ,3703,裔
jeoi6 ,5082,芮
jeoi6 ,5334,睿
jeoi6 ,6216,蚋
jeoi6 ,7519,枘
jeon6 ,1028,潤
jeon6 ,3689,閏
ji1   ,0691,依
ji1   ,0793,醫
ji1   ,0902,衣
ji1   ,1000,伊
ji1   ,3624,漪
ji1   ,3930,噫
ji1   ,4338,繄
ji1   ,4545,黟
ji1   ,4747,銥
ji1   ,4854,猗
ji1   ,4860,禕
ji1   ,4964,咿
ji1   ,6575,鷖
ji1   ,7493,吚
ji2   ,2300,椅
ji2   ,2515,倚
ji2   ,3494,綺
ji2   ,4232,咦
ji2   ,5195,齮
ji2   ,7501,偯
ji3   ,0167,意
ji3   ,3742,懿
ji3   ,5493,薏
ji3   ,6380,殪
ji3   ,7025,饐
ji4   ,0052,而
ji4   ,0390,兒
ji4   ,0725,移
ji4   ,0911,宜
ji4   ,1286,儀
ji4   ,1372,疑
ji4   ,1969,誼
ji4   ,2505,夷
ji4   ,2675,姨
ji4   ,3219,彝
ji4   ,3435,飴
ji4   ,3457,怡
ji4   ,3483,沂
ji4   ,3536,詒
ji4   ,3596,迤
ji4   ,3653,酏
ji4   ,3769,皚
ji4   ,3777,頤
ji4   ,3922,貽
ji4   ,4424,胰
ji4   ,4506,傣
ji4   ,4561,簃
ji4   ,4875,訑
ji4   ,5177,觺
ji4   ,5266,貤
ji4   ,5287,鮞
ji4   ,5331,痍
ji4   ,5486,荑
ji4   ,5726,宧
ji4   ,5795,臑
ji4   ,6341,嶷
ji4   ,6594,匜
ji4   ,6713,椸
ji4   ,7272,圯
ji4   ,7397,迆
ji4   ,7512,栘
ji5   ,0018,以
ji5   ,0180,已
ji5   ,0332,議
ji5   ,0506,爾
ji5   ,1246,耳
ji5   ,1755,擬
ji5   ,2154,矣
ji5   ,4777,洱
ji5   ,4869,薿
ji5   ,5101,邇
ji5   ,5358,苡
ji5   ,6532,鉺
ji6   ,0080,二
ji6   ,0123,義
ji6   ,0464,易
ji6   ,0875,異
ji6   ,3213,廙
ji6   ,3692,劓
ji6   ,4094,肄
ji6   ,5097,貳
ji6   ,6773,珥
jik1  ,0690,益
jik1  ,1250,億
jik1  ,1394,憶
jik1  ,1861,抑
jik1  ,3917,臆
jik1  ,6277,鬩
jik6  ,0500,液
jik6  ,1093,亦
jik6  ,1640,逆
jik6  ,1646,役
jik6  ,1668,譯
jik6  ,1856,翼
jik6  ,2046,疫
jik6  ,2344,鷊
jik6  ,2743,奕
jik6  ,3392,翊
jik6  ,3453,驛
jik6  ,3863,弋
jik6  ,3881,弈
jik6  ,3891,腋
jik6  ,3945,繹
jik6  ,4310,翌
jik6  ,5886,嶧
jik6  ,5908,杙
jik6  ,6218,蜴
jik6  ,6287,鶂
jik6  ,6353,懌
jik6  ,7057,鷁
jim1  ,2897,淹
jim1  ,3455,奄
jim1  ,3540,閹
jim1  ,3959,懨
jim1  ,5215,崦
jim2  ,1741,掩
jim2  ,6281,魘
jim2  ,6302,厴
jim2  ,6655,弇
jim2  ,7506,黶
jim3  ,2306,厭
jim3  ,2319,俺
jim3  ,6039,饜
jim4  ,0497,嚴
jim4  ,0718,鹽
jim4  ,1661,炎
jim4  ,2431,嫌
jim4  ,3365,閻
jim4  ,3490,髯
jim4  ,5383,閆
jim4  ,6913,蚺
jim5  ,0882,染
jim5  ,3544,冉
jim5  ,4163,儼
jim5  ,4230,剡
jim5  ,4709,扊
jim5  ,4925,琰
jim5  ,5651,苒
jim5  ,5750,棪
jim6  ,0394,驗
jim6  ,1874,焰
jim6  ,2157,艷
jim6  ,4058,灩
jim6  ,4488,焱
jim6  ,5681,釅
jim6  ,7503,燄
jim6  ,7504,豔
jin1  ,0870,煙
jin1  ,2907,焉
jin1  ,3741,嫣
jin1  ,3852,胭
jin1  ,4219,蔫
jin1  ,6027,鄢
jin1  ,6890,菸
jin1  ,7507,嚥
jin2  ,0818,演
jin2  ,2533,衍
jin2  ,3499,堰
jin2  ,4546,鼴
jin2  ,4571,郾
jin2  ,4821,偃
jin2  ,4917,毽
jin3  ,1924,燕
jin3  ,1929,宴
jin3  ,7509,讌
jin3  ,7510,醼
jin4  ,0114,然
jin4  ,0370,研
jin4  ,0565,言
jin4  ,0839,燃
jin4  ,0860,弦
jin4  ,0946,延
jin4  ,1948,賢
jin4  ,3700,筵
jin4  ,3812,舷
jin4  ,4409,涎
jin4  ,4712,揅
jin4  ,5042,妍
jin4  ,6318,埏
jin4  ,6992,鋋
jin4  ,7508,絃
jin5  ,4355,晛
jin5  ,4900,兗
jin5  ,6648,巘
jin6  ,0086,現
jin6  ,2687,彥
jin6  ,3686,諺
jin6  ,4080,唁
jin6  ,4121,硯
jin6  ,4311,莧
jin6  ,4977,峴
jin6  ,5506,讞
jing1 ,0531,英
jing1 ,2464,嬰
jing1 ,2672,櫻
jing1 ,2729,鷹
jing1 ,3493,瑛
jing1 ,4278,纓
jing1 ,4340,膺
jing1 ,4957,鸚
jing1 ,5745,攖
jing1 ,5994,蘡
jing1 ,6780,瓔
jing1 ,7107,聇
jing2 ,0381,影
jing2 ,0927,映
jing2 ,4366,癭
jing3 ,0105,應
jing4 ,0126,形
jing4 ,0458,型
jing4 ,0526,營
jing4 ,0715,仍
jing4 ,0724,刑
jing4 ,1105,迎
jing4 ,1211,凝
jing4 ,1976,盈
jing4 ,2566,扔
jing4 ,2923,邢
jing4 ,2971,熒
jing4 ,3063,蠅
jing4 ,3843,嬴
jing4 ,3847,瑩
jing4 ,3875,螢
jing4 ,4248,縈
jing4 ,4271,滎
jing4 ,4487,瀛
jing4 ,4844,楹
jing4 ,5160,硎
jing4 ,5418,嶸
jing4 ,5558,塋
jing4 ,6205,艿
jing4 ,6404,瀅
jing4 ,7502,瀠
jing6 ,0293,認
jing6 ,5560,媵
jing6 ,7266,瀞
jip3  ,3141,饁
jip3  ,3683,腌
jip3  ,6036,靨
jip3  ,7505,醃
jip6  ,0098,業
jip6  ,0570,葉
jip6  ,1519,頁
jip6  ,3880,孽
jip6  ,4118,燁
jip6  ,4947,鄴
jip6  ,6366,曄
jip6  ,7511,叶
jit3  ,2496,咽
jit3  ,3246,謁
jit3  ,4349,噎
jit6  ,0270,熱
jit6  ,2321,蘗
jit6  ,3305,嚙
jit6  ,6642,嵲
jit6  ,6871,臬
jiu1  ,1387,腰
jiu1  ,1887,邀
jiu1  ,3200,妖
jiu1  ,3341,吆
jiu1  ,3377,喓
jiu1  ,3520,夭
jiu1  ,3770,祆
jiu1  ,6315,垚
jiu2  ,1329,繞
jiu2  ,1552,擾
jiu2  ,4531,窅
jiu2  ,5472,窈
jiu3  ,0019,要
jiu4  ,1182,搖
jiu4  ,1905,姚
jiu4  ,2192,遙
jiu4  ,2200,窯
jiu4  ,2316,饒
jiu4  ,2491,謠
jiu4  ,2885,堯
jiu4  ,3503,徭
jiu4  ,3810,瑤
jiu4  ,4918,洮
jiu4  ,5288,鰩
jiu4  ,5725,嬈
jiu4  ,5885,嶢
jiu4  ,6132,橈
jiu4  ,6768,猺
jiu4  ,6926,蟯
jiu4  ,6970,軺
jiu5  ,3853,舀
